,date,stock,entry,exit,qty,entry_time,exit_time,pnl,capital,pnl_pct
83,2015-06-10,POWERGRID,79.55,79.35,2748,09:16:00,15:10:00,549.6000000000079,164011.73000000004,0.0025141420490258056
84,2015-06-10,KEC,127.4,121.8,1716,09:16:00,15:10:00,9609.600000000015,164011.73000000004,0.04395604395604402
85,2015-06-11,JYOTHYLAB,143.75,142.83,969,09:16:00,15:10:00,891.4799999999879,174170.93000000005,0.006399999999999913
86,2015-06-11,TITAGARH,106.7,99.8,1305,09:16:00,15:10:00,9004.500000000007,174170.93000000005,0.06466729147141523
87,2015-06-11,ARE&M,912.05,876.45,152,09:16:00,15:10:00,5411.199999999986,174170.93000000005,0.03903294775505719
88,2015-06-11,TORNTPHARM,641.7,645.8,217,09:16:00,15:10:00,-889.6999999999803,174170.93000000005,-0.0063892784790399075
89,2015-06-11,APLLTD,588.6,551.1,236,09:16:00,15:10:00,8850.0,174170.93000000005,0.063710499490316
90,2015-06-12,TORNTPHARM,642.85,640.5,614,09:16:00,15:10:00,1442.900000000014,197438.41000000006,0.0036555961732908497
91,2015-06-12,ASTRAZEN,1135.0,1106.0,347,09:16:00,15:10:00,10063.0,197438.41000000006,0.02555066079295154
92,2015-06-16,GLENMARK,892.55,919.95,468,09:16:00,15:10:00,-12823.200000000043,208944.31000000008,-0.030698560304744937
93,2015-06-16,KPIL,235.15,237.25,1777,09:16:00,15:10:00,-3731.69999999999,208944.31000000008,-0.008930469912821579
94,2015-06-17,GLENMARK,932.7,968.0,275,09:16:00,15:10:00,-9707.499999999987,192389.41000000006,-0.03784711053929447
95,2015-06-18,ZENTEC,78.05,80.0,1872,09:16:00,15:10:00,-3650.400000000005,182681.91000000006,-0.024983984625240267
96,2015-06-18,BIOCON,78.7,77.9,1856,09:16:00,15:10:00,1484.7999999999947,182681.91000000006,0.010165184243964386
97,2015-06-18,GLAXO,1664.43,1657.43,87,09:16:00,15:10:00,609.0,182681.91000000006,0.004205643974213394
98,2015-06-18,SOLARINDS,729.8,740.0,200,09:16:00,15:10:00,-2040.000000000009,182681.91000000006,-0.013976431899150515
99,2015-06-19,MRPL,76.65,74.75,1869,09:16:00,15:10:00,3551.100000000011,179085.31000000006,0.024787997390737188
100,2015-06-19,TORNTPHARM,665.05,666.0,215,09:16:00,15:10:00,-204.25000000000978,179085.31000000006,-0.001428464025261327
101,2015-06-19,BHARTIARTL,422.2,426.95,339,09:16:00,15:10:00,-1610.25,179085.31000000006,-0.011250592136428234
102,2015-06-22,M&MFIN,151.15,156.35,957,09:16:00,15:10:00,-4976.399999999989,180821.91000000006,-0.03440291101554739
103,2015-06-22,WELSPUNLIV,59.55,62.8,2429,09:16:00,15:10:00,-7894.25,180821.91000000006,-0.054575986565911
104,2015-06-22,NATCOPHARM,448.2,442.6,322,09:16:00,15:10:00,1803.199999999989,180821.91000000006,0.012494422132976274
105,2015-06-23,TTML,6.7,6.8,20269,09:16:00,15:10:00,-2026.8999999999928,169754.46000000005,-0.014925373134328304
106,2015-06-23,HBLENGINE,50.65,50.15,2681,09:16:00,15:10:00,1340.5,169754.46000000005,0.009871668311944718
107,2015-06-23,CHOLAFIN,124.6,127.35,1089,09:16:00,15:10:00,-2994.75,169754.46000000005,-0.022070626003210275
108,2015-06-23,WOCKPHARMA,1323.45,1313.15,102,09:16:00,15:10:00,1050.5999999999954,169754.46000000005,0.007782689183573202
109,2015-06-24,AUROPHARMA,710.48,722.0,188,09:16:00,15:10:00,-2165.7599999999966,167123.91000000006,-0.01621439027136581
110,2015-06-24,HAVELLS,290.9,287.0,459,09:16:00,15:10:00,1790.0999999999894,167123.91000000006,0.013406668958404873
111,2015-06-24,MARUTI,4005.1,4018.0,33,09:16:00,15:10:00,-425.700000000003,167123.91000000006,-0.0032208933609647926
112,2015-06-24,PETRONET,87.45,87.55,1528,09:16:00,15:10:00,-152.79999999999131,167123.91000000006,-0.0011435105774727766
113,2015-06-25,MOTILALOFS,75.5,77.0,1760,09:16:00,15:10:00,-2640.0,166169.75000000006,-0.019867549668874173
114,2015-06-25,BASF,1200.0,1194.0,110,09:16:00,15:10:00,660.0,166169.75000000006,0.005
115,2015-06-25,THERMAX,1028.1,1052.5,129,09:16:00,15:10:00,-3147.6000000000117,166169.75000000006,-0.023733099893006607
116,2015-06-25,NLCINDIA,82.4,81.3,1613,09:16:00,15:10:00,1774.3000000000138,166169.75000000006,0.0133495145631069
117,2015-06-26,NLCINDIA,81.5,81.0,1598,09:16:00,15:10:00,799.0,162816.45000000007,0.006134969325153374
118,2015-06-26,IPCALAB,362.05,361.0,359,09:16:00,15:10:00,376.9500000000041,162816.45000000007,0.0029001519127192688
119,2015-06-29,PGEL,9.95,10.4,21975,09:16:00,15:10:00,-9888.750000000024,163992.40000000008,-0.045226130653266444
120,2015-06-30,GODREJCP,405.0,413.35,304,09:16:00,15:10:00,-2538.400000000007,154103.65000000005,-0.02061728395061734
121,2015-06-30,SRF,247.8,247.6,497,09:16:00,15:10:00,99.40000000000848,154103.65000000005,0.0008071025020178251
122,2015-06-30,PGEL,10.45,10.2,11797,09:16:00,15:10:00,2949.25,154103.65000000005,0.023923444976076555
123,2015-06-30,TANLA,19.5,20.35,6322,09:16:00,15:10:00,-5373.700000000009,154103.65000000005,-0.043589743589743664
124,2015-06-30,SWANENERGY,65.9,63.6,1870,09:16:00,15:10:00,4301.000000000008,154103.65000000005,0.034901365705614626
125,2015-07-01,GRASIM,688.05,700.6,178,09:16:00,15:10:00,-2233.9000000000124,153541.20000000004,-0.018239953491752153
126,2015-07-01,DIVISLAB,947.48,932.18,129,09:16:00,15:10:00,1973.700000000009,153541.20000000004,0.016148098112888996
127,2015-07-01,EMAMILTD,585.88,590.2,209,09:16:00,15:10:00,-902.8800000000105,153541.20000000004,-0.007373523588448232
128,2015-07-01,CANFINHOME,155.79,154.59,788,09:16:00,15:10:00,945.599999999991,153541.20000000004,0.007702676680146278
129,2015-07-02,SAIL,64.3,64.9,1907,09:16:00,15:10:00,-1144.2000000000162,153323.72000000003,-0.009331259720062341
130,2015-07-02,HEG,41.1,40.45,2984,09:16:00,15:10:00,1939.5999999999958,153323.72000000003,0.015815085158150815
131,2015-07-02,NBCC,44.45,43.82,2759,09:16:00,15:10:00,1738.1700000000071,153323.72000000003,0.01417322834645675
132,2015-07-03,OFSS,3548.5,3522.0,35,09:16:00,15:10:00,927.5,155857.29,0.007467944201775398
133,2015-07-03,BLUEDART,6490.0,6285.45,19,09:16:00,15:10:00,3886.4500000000035,155857.29,0.031517719568567054
134,2015-07-03,CONCOR,559.68,558.4,222,09:16:00,15:10:00,284.15999999999394,155857.29,0.0022870211549456346
135,2015-07-03,GSPL,122.5,119.3,1017,09:16:00,15:10:00,3254.400000000003,155857.29,0.02612244897959186
136,2015-07-06,MUTHOOTFIN,205.95,216.55,637,09:16:00,15:10:00,-6752.200000000014,164209.80000000002,-0.05146880310755049
137,2015-07-06,KNRCON,56.0,57.4,2345,09:16:00,15:10:00,-3282.999999999997,164209.80000000002,-0.024999999999999974
138,2015-07-06,PNCINFRA,82.2,82.0,1598,09:16:00,15:10:00,319.60000000000457,164209.80000000002,0.0024330900243309346
139,2015-07-06,NAVINFLUOR,227.02,226.99,578,09:16:00,15:10:00,17.340000000000657,164209.80000000002,0.00013214694740551993
140,2015-07-06,AVANTIFEED,110.41,119.1,1189,09:16:00,15:10:00,-10332.409999999998,164209.80000000002,-0.07870663889140475
141,2015-07-07,JUBLFOOD,195.15,193.6,591,09:16:00,15:10:00,916.0500000000068,144179.13,0.007942608250064112
142,2015-07-07,BPCL,136.1,134.5,847,09:16:00,15:10:00,1355.1999999999953,144179.13,0.011756061719323986
143,2015-07-07,KANSAINER,161.15,162.0,715,09:16:00,15:10:00,-607.7499999999959,144179.13,-0.005274588892336297
144,2015-07-07,ABB,1104.0,1094.6,104,09:16:00,15:10:00,977.6000000000095,144179.13,0.00851449275362327
145,2015-07-07,WELSPUNLIV,70.9,69.8,1626,09:16:00,15:10:00,1788.6000000000138,144179.13,0.015514809590973322
146,2015-07-08,GODREJPROP,252.55,254.3,470,09:16:00,15:10:00,-822.5,148608.83000000005,-0.006929320926549198
147,2015-07-08,KEI,78.45,79.0,1515,09:16:00,15:10:00,-833.2499999999957,148608.83000000005,-0.007010834926704871
148,2015-07-08,CGPOWER,176.7,178.25,672,09:16:00,15:10:00,-1041.6000000000076,148608.83000000005,-0.008771929824561469
149,2015-07-09,SCHAEFFLER,875.6,864.2,133,09:16:00,15:10:00,1516.199999999997,145911.48000000004,0.013019643672909979
150,2015-07-09,CGPOWER,180.95,180.6,645,09:16:00,15:10:00,225.74999999999633,145911.48000000004,0.001934235976789137
151,2015-07-09,CUMMINSIND,988.0,942.05,118,09:16:00,15:10:00,5422.100000000006,145911.48000000004,0.04650809716599195
152,2015-07-10,DEEPAKNTR,69.0,72.7,1774,09:16:00,15:10:00,-6563.800000000005,153075.53000000003,-0.05362318840579714
153,2015-07-10,OLECTRA,17.9,17.55,6841,09:16:00,15:10:00,2394.3499999999854,153075.53000000003,0.019553072625698206
154,2015-07-10,SPARC,428.7,420.15,285,09:16:00,15:10:00,2436.750000000003,153075.53000000003,0.01994401679496154
155,2015-07-10,AVANTIFEED,139.2,138.8,879,09:16:00,15:10:00,351.59999999998,153075.53000000003,0.0028735632183906415
156,2015-07-13,AVANTIFEED,140.93,148.21,861,09:16:00,15:10:00,-6268.080000000001,151694.43,-0.05165685091889591
157,2015-07-13,CGPOWER,187.9,190.85,645,09:16:00,15:10:00,-1902.7499999999927,151694.43,-0.015699840340606643
158,2015-07-14,LICHSGFIN,456.05,453.15,251,09:16:00,15:10:00,727.9000000000085,143523.6,0.00635895186931265
159,2015-07-14,PCBL,13.2,13.75,8698,09:16:00,15:10:00,-4783.900000000006,143523.6,-0.04166666666666672
160,2015-07-14,INDUSINDBK,926.75,924.25,123,09:16:00,15:10:00,307.5,143523.6,0.002697599136768276
161,2015-07-14,VTL,146.3,143.2,784,09:16:00,15:10:00,2430.400000000018,143523.6,0.021189336978810817
162,2015-07-14,AVANTIFEED,151.71,149.59,756,09:16:00,15:10:00,1602.7200000000034,143523.6,0.013974029398193952
163,2015-07-15,SUNPHARMA,915.2,928.9,125,09:16:00,15:10:00,-1712.4999999999914,143808.22000000003,-0.01496940559440552
164,2015-07-15,PCBL,13.85,13.55,8306,09:16:00,15:10:00,2491.799999999991,143808.22000000003,0.021660649819494508
165,2015-07-16,PVRINOX,752.15,750.85,153,09:16:00,15:10:00,198.89999999999304,144587.52000000002,0.001728378647876028
166,2015-07-16,NCC,84.45,83.4,1369,09:16:00,15:10:00,1437.4499999999962,144587.52000000002,0.012433392539964443
167,2015-07-16,BEL,35.8,36.95,3231,09:16:00,15:10:00,-3715.6500000000183,144587.52000000002,-0.03212290502793312
168,2015-07-16,GLENMARK,1074.55,1088.0,107,09:16:00,15:10:00,-1439.1500000000049,144587.52000000002,-0.012516867525941134
169,2015-07-16,CERA,2162.2,2103.25,53,09:16:00,15:10:00,3124.3499999999904,144587.52000000002,0.027263897881786986
170,2015-07-17,SONATSOFTW,56.5,55.7,2041,09:16:00,15:10:00,1632.7999999999943,144193.41999999998,0.01415929203539818
171,2015-07-17,GODREJIND,402.05,392.6,286,09:16:00,15:10:00,2702.6999999999966,144193.41999999998,0.023504539236413352
172,2015-07-17,RELIANCE,242.6,241.2,475,09:16:00,15:10:00,665.0000000000027,144193.41999999998,0.005770816158285267
173,2015-07-17,CANFINHOME,160.0,160.6,720,09:16:00,15:10:00,-431.9999999999959,144193.41999999998,-0.0037499999999999643
174,2015-07-20,TORNTPOWER,151.0,147.8,788,09:16:00,15:10:00,2521.5999999999913,148761.91999999998,0.021192052980132374
175,2015-07-20,BEL,37.05,36.8,3212,09:16:00,15:10:00,803.0,148761.91999999998,0.006747638326585695
176,2015-07-20,LUPIN,1974.0,1977.9,60,09:16:00,15:10:00,-234.00000000000546,148761.91999999998,-0.0019756838905775538
177,2015-07-21,BBTC,542.5,518.1,223,09:16:00,15:10:00,5441.199999999995,151852.51999999996,0.04497695852534558
178,2015-07-21,WHIRLPOOL,808.6,755.0,150,09:16:00,15:10:00,8040.000000000004,151852.51999999996,0.06628741033885731
179,2015-07-21,USHAMART,21.5,20.8,5650,09:16:00,15:10:00,3954.999999999996,151852.51999999996,0.032558139534883686
180,2015-07-22,TECHM,479.0,483.0,282,09:16:00,15:10:00,-1128.0,169288.71999999994,-0.008350730688935281
181,2015-07-22,MPHASIS,369.0,375.1,367,09:16:00,15:10:00,-2238.7000000000085,169288.71999999994,-0.01653116531165318
182,2015-07-22,CANFINHOME,167.4,166.21,809,09:16:00,15:10:00,962.7099999999982,169288.71999999994,0.007108721624850644
183,2015-07-22,ABFRL,218.15,223.75,620,09:16:00,15:10:00,-3471.9999999999964,169288.71999999994,-0.02567041026816408
184,2015-07-23,POWERGRID,76.85,76.4,1701,09:16:00,15:10:00,765.4499999999807,163412.72999999992,0.005855562784645265
185,2015-07-23,PVRINOX,847.8,837.65,154,09:16:00,15:10:00,1563.0999999999965,163412.72999999992,0.01197216324604857
186,2015-07-23,INFY,551.5,548.53,237,09:16:00,15:10:00,703.8900000000065,163412.72999999992,0.005385312783318273
187,2015-07-23,HONAUT,8376.35,8492.0,15,09:16:00,15:10:00,-1734.7499999999945,163412.72999999992,-0.013806729661487358
188,2015-07-24,IRB,25.1,24.6,5249,09:16:00,15:10:00,2624.5,164710.41999999993,0.0199203187250996
189,2015-07-24,ESCORTS,150.3,143.5,876,09:16:00,15:10:00,5956.80000000001,164710.41999999993,0.04524284763805729
190,2015-07-27,BASF,1215.0,1173.2,114,09:16:00,15:10:00,4765.199999999995,173291.71999999994,0.03440329218106992
191,2015-07-27,MRF,38669.95,39030.0,3,09:16:00,15:10:00,-1080.1500000000087,173291.71999999994,-0.009310847311672317
192,2015-07-28,GRANULES,117.15,116.85,1208,09:16:00,15:10:00,362.40000000001373,176976.76999999993,0.00256081946222801
193,2015-07-28,MRF,39309.9,39301.7,3,09:16:00,15:10:00,24.600000000013097,176976.76999999993,0.0002085988516888714
194,2015-07-29,WELSPUNLIV,85.73,86.43,1655,09:16:00,15:10:00,-1158.5000000000048,177363.76999999996,-0.008165169718884905
195,2015-07-29,EMAMILTD,614.93,633.45,230,09:16:00,15:10:00,-4259.600000000022,177363.76999999996,-0.030117249117785922
196,2015-07-29,TORNTPHARM,705.0,710.95,201,09:16:00,15:10:00,-1195.9500000000091,177363.76999999996,-0.008439716312056802
197,2015-07-30,OFSS,3614.5,3590.0,37,09:16:00,15:10:00,906.5,170749.7199999999,0.006778254253700373
198,2015-07-30,REDINGTON,57.95,58.75,2357,09:16:00,15:10:00,-1885.5999999999933,170749.7199999999,-0.013805004314063798
199,2015-07-31,TORNTPHARM,721.55,721.25,188,09:16:00,15:10:00,56.39999999999145,169770.6199999999,0.0004157716027994658
200,2015-07-31,APOLLOTYRE,207.5,202.5,654,09:16:00,15:10:00,3270.0,169770.6199999999,0.024096385542168676
201,2015-07-31,INDUSINDBK,977.3,978.45,138,09:16:00,15:10:00,-158.70000000001255,169770.6199999999,-0.0011767113475903929
202,2015-08-03,KPRMILL,77.9,80.0,1776,09:16:00,15:10:00,-3729.59999999999,172938.3199999999,-0.026957637997432532
203,2015-08-03,AARTIIND,105.5,104.5,1311,09:16:00,15:10:00,1311.0,172938.3199999999,0.009478672985781991
204,2015-08-03,CIPLA,713.4,709.25,193,09:16:00,15:10:00,800.9499999999956,172938.3199999999,0.005817213344547207
205,2015-08-03,ENGINERSIN,122.63,121.43,1128,09:16:00,15:10:00,1353.5999999999872,172938.3199999999,0.009785533719318182
206,2015-08-04,KPRMILL,80.6,80.0,1713,09:16:00,15:10:00,1027.7999999999902,172674.26999999987,0.007444168734491245
207,2015-08-04,WELCORP,147.9,145.55,934,09:16:00,15:10:00,2194.8999999999946,172674.26999999987,0.015889114266396175
208,2015-08-04,SBIN,282.8,287.95,488,09:16:00,15:10:00,-2513.199999999989,172674.26999999987,-0.01821074964639313
209,2015-08-04,PNB,156.9,157.95,880,09:16:00,15:10:00,-923.999999999985,172674.26999999987,-0.006692160611854576
210,2015-08-05,AVANTIFEED,173.17,170.67,796,09:16:00,15:10:00,1990.0,172459.76999999987,0.014436680718369234
211,2015-08-05,ASAHIINDIA,178.25,168.95,774,09:16:00,15:10:00,7198.200000000009,172459.76999999987,0.05217391304347833
212,2015-08-05,TATACONSUM,142.25,140.35,969,09:16:00,15:10:00,1841.1000000000056,172459.76999999987,0.01335676625659055
213,2015-08-05,MARUTI,4450.45,4470.05,31,09:16:00,15:10:00,-607.6000000000113,172459.76999999987,-0.0044040490287499835
214,2015-08-06,SCHNEIDER,224.0,220.4,653,09:16:00,15:10:00,2350.799999999996,182881.46999999988,0.016071428571428546
215,2015-08-06,TECHM,523.45,506.2,279,09:16:00,15:10:00,4812.7500000000155,182881.46999999988,0.032954436908969445
216,2015-08-06,KIRLOSBROS,230.55,228.3,634,09:16:00,15:10:00,1426.5,182881.46999999988,0.009759271307742354
217,2015-08-06,HSCL,23.55,22.9,6212,09:16:00,15:10:00,4037.8000000000134,182881.46999999988,0.027600849256900303
218,2015-08-07,VGUARD,71.79,71.43,2178,09:16:00,15:10:00,784.0799999999988,195509.31999999992,0.005014625992478053
